uuid,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
eb89042a-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.3,10.1,28,232
eb8907b8-f18b-11ec-a33e-acde48001122,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,256
eb890b46-f18b-11ec-a33e-acde48001122,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
eb890f06-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.4,8.7,10.7,26,252
eb891294-f18b-11ec-a33e-acde48001122,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
eb891622-f18b-11ec-a33e-acde48001122,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20,230
eb8919d8-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Z,9.5,7.2,8.5,33,196
eb891dd4-f18b-11ec-a33e-acde48001122,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,D,11.2,8.4,9.9,29,267
eb892176-f18b-11ec-a33e-acde48001122,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214
eb89291e-f18b-11ec-a33e-acde48001122,PORSCHE,911 Targa 4 GTS,MINICOMPACT,3.0,6,AM7,Z,12.1,9.2,10.8,26,251
eb892d42-f18b-11ec-a33e-acde48001122,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
eb89313e-f18b-11ec-a33e-acde48001122,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.1,31,209
eb893512-f18b-11ec-a33e-acde48001122,TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
eb8938d2-f18b-11ec-a33e-acde48001122,CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19.0,11.6,15.6,18,367
eb893c88-f18b-11ec-a33e-acde48001122,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
eb89402a-f18b-11ec-a33e-acde48001122,CADILLAC,CT4 AWD,COMPACT,2.0,4,AS8,Z,10.4,7.4,9.1,31,213
eb8943cc-f18b-11ec-a33e-acde48001122,CADILLAC,CTS-V COUPE,MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19,340
eb8947aa-f18b-11ec-a33e-acde48001122,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.1,10.5,27,248
eb894b56-f18b-11ec-a33e-acde48001122,FORD,FOCUS FFV,COMPACT,2.0,4,A6,E,11.7,8.5,10.3,27,165
eb894ef8-f18b-11ec-a33e-acde48001122,AUDI,RS 5,SUBCOMPACT,2.9,6,AM8,Z,12.9,8.9,11.1,25,260
eb89529a-f18b-11ec-a33e-acde48001122,JAGUAR,F-PACE S,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277
eb89563c-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Z,22.2,18.0,20.3,14,467
eb8959d4-f18b-11ec-a33e-acde48001122,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221
eb895d6c-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Z,10.2,7.7,9.1,31,214
eb896104-f18b-11ec-a33e-acde48001122,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,283
eb896492-f18b-11ec-a33e-acde48001122,VOLVO,XC90 AWD,SUV - STANDARD,3.2,6,AS6,X,14.9,10.2,12.8,22,294
eb896820-f18b-11ec-a33e-acde48001122,PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
eb896bb8-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22,299
eb896f50-f18b-11ec-a33e-acde48001122,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.6,7.0,8.4,34,198
eb8972f2-f18b-11ec-a33e-acde48001122,TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382
eb89768a-f18b-11ec-a33e-acde48001122,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.3,5.8,5.5,51,126
eb897a0e-f18b-11ec-a33e-acde48001122,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266
eb897d9c-f18b-11ec-a33e-acde48001122,DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
eb898134-f18b-11ec-a33e-acde48001122,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210
eb898530-f18b-11ec-a33e-acde48001122,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214
eb8988be-f18b-11ec-a33e-acde48001122,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
eb898c4c-f18b-11ec-a33e-acde48001122,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213
eb898fd0-f18b-11ec-a33e-acde48001122,FORD,Fiesta ST,SUBCOMPACT,1.6,4,M6,X,9.2,7.4,8.4,34,196
eb89935e-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
eb8996e2-f18b-11ec-a33e-acde48001122,CHEVROLET,CAMARO,COMPACT,6.2,8,M6,Z,15.0,9.9,12.7,22,292
eb899a5c-f18b-11ec-a33e-acde48001122,RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294
eb899de0-f18b-11ec-a33e-acde48001122,HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,7.7,5.7,6.8,42,159
eb89a15a-f18b-11ec-a33e-acde48001122,VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223
eb89a4de-f18b-11ec-a33e-acde48001122,TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.7,4.5,63,106
eb89a862-f18b-11ec-a33e-acde48001122,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.4,23,285
eb89abdc-f18b-11ec-a33e-acde48001122,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.0,12.0,13.7,21,321
eb89b186-f18b-11ec-a33e-acde48001122,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,223
eb89b7ee-f18b-11ec-a33e-acde48001122,ACURA,TL AWD,MID-SIZE,3.7,6,M6,Z,13.4,9.5,11.6,24,267
eb89c284-f18b-11ec-a33e-acde48001122,HYUNDAI,KONA AWD,SUV - SMALL,2.0,4,AS6,X,9.2,7.8,8.6,33,202
eb89cefa-f18b-11ec-a33e-acde48001122,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,136
eb89d3b4-f18b-11ec-a33e-acde48001122,AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,242
eb89d7d8-f18b-11ec-a33e-acde48001122,MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.9,12.9,15.3,18,360
eb89dbca-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.6,12.6,14.8,19,245
eb89df9e-f18b-11ec-a33e-acde48001122,CHRYSLER,200,MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196
eb89e3e0-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.3,10.6,12.6,22,297
eb89e7b4-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,13.0,9.9,11.6,24,272
eb89eb6a-f18b-11ec-a33e-acde48001122,AUDI,A6 QUATTRO TDI (modified),MID-SIZE,3.0,6,AS8,D,9.8,6.2,8.1,35,217
eb89ef20-f18b-11ec-a33e-acde48001122,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.1,10.9,26,257
eb89f2cc-f18b-11ec-a33e-acde48001122,JEEP,COMPASS,SUV - SMALL,2.0,4,A6,X,11.1,8.3,9.8,29,225
eb89f66e-f18b-11ec-a33e-acde48001122,BMW,X1 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,13.2,8.9,11.2,25,258
eb89fa1a-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
eb89fdd0-f18b-11ec-a33e-acde48001122,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
eb8a017c-f18b-11ec-a33e-acde48001122,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
eb8a0528-f18b-11ec-a33e-acde48001122,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20,317
eb8a08ca-f18b-11ec-a33e-acde48001122,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,403
eb8a0c6c-f18b-11ec-a33e-acde48001122,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.9,24,279
eb8a100e-f18b-11ec-a33e-acde48001122,BUICK,Regal,MID-SIZE,2.0,4,AS9,Z,10.3,7.4,9.0,31,211
eb8a15ae-f18b-11ec-a33e-acde48001122,KIA,Soul,STATION WAGON - SMALL,2.0,4,AV,X,8.6,7.1,7.9,36,188
eb8a1b1c-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243
eb8a1ed2-f18b-11ec-a33e-acde48001122,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
eb8a2864-f18b-11ec-a33e-acde48001122,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.6,12.0,24,280
eb8a330e-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,13.9,9.3,11.8,24,277
eb8a3b60-f18b-11ec-a33e-acde48001122,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215
eb8a4560-f18b-11ec-a33e-acde48001122,DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
eb8a4b28-f18b-11ec-a33e-acde48001122,HONDA,Civic Coupe,COMPACT,2.0,4,AV,X,7.8,6.1,7.1,40,164
eb8a4ec0-f18b-11ec-a33e-acde48001122,BMW,440i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.2,8.5,10.5,27,246
eb8a524e-f18b-11ec-a33e-acde48001122,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
eb8a55dc-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
eb8a5960-f18b-11ec-a33e-acde48001122,BUICK,Enclave,SUV - STANDARD,3.6,6,A9,X,13.0,9.1,11.2,25,263
eb8a5cda-f18b-11ec-a33e-acde48001122,GMC,TERRAIN,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,198
eb8a605e-f18b-11ec-a33e-acde48001122,INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12.0,8.1,10.3,27,237
eb8a63e2-f18b-11ec-a33e-acde48001122,MITSUBISHI,Eclipse Cross 4WD,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
eb8a6766-f18b-11ec-a33e-acde48001122,GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
eb8a6aea-f18b-11ec-a33e-acde48001122,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,282
eb8a6e78-f18b-11ec-a33e-acde48001122,TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109
eb8a71fc-f18b-11ec-a33e-acde48001122,BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280
eb8a758a-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4,AS7,Z,10.0,7.5,8.9,32,206
eb8a7940-f18b-11ec-a33e-acde48001122,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.1,9.8,11.2,25,263
eb8a7cc4-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Z,9.8,7.4,8.7,32,200
eb8a8052-f18b-11ec-a33e-acde48001122,BMW,M235i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230
eb8a83cc-f18b-11ec-a33e-acde48001122,ALFA ROMEO,GIULIA,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205
eb8a8aca-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221
eb8a9268-f18b-11ec-a33e-acde48001122,BMW,ACTIVEHYBRID 3,COMPACT,3.0,6,AS8,Z,9.7,7.5,8.7,32,200
eb8a96aa-f18b-11ec-a33e-acde48001122,BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.1,10.8,13.7,21,315
eb8a9ab0-f18b-11ec-a33e-acde48001122,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
eb8a9e8e-f18b-11ec-a33e-acde48001122,VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,11.3,8.2,9.9,29,231
eb8aa258-f18b-11ec-a33e-acde48001122,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.4,6.9,7.7,37,181
eb8aa618-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242
eb8aa9c4-f18b-11ec-a33e-acde48001122,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.5,9.0,10.9,26,257
eb8aad66-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.5,13.7,15.8,18,262
eb8ab108-f18b-11ec-a33e-acde48001122,ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
eb8ab4dc-f18b-11ec-a33e-acde48001122,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21,313
eb8ab888-f18b-11ec-a33e-acde48001122,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
eb8abc20-f18b-11ec-a33e-acde48001122,KIA,FORTE (MPI),MID-SIZE,2.0,4,AS6,X,8.0,6.1,7.1,40,168
eb8abfb8-f18b-11ec-a33e-acde48001122,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9.0,6.5,7.9,36,182
eb8ac350-f18b-11ec-a33e-acde48001122,HYUNDAI,Elantra,MID-SIZE,2.0,4,M6,X,9.2,6.5,8.0,35,188
eb8ac6e8-f18b-11ec-a33e-acde48001122,GMC,Acadia AWD,SUV - STANDARD,2.0,4,A9,X,11.3,8.7,10.1,28,232
eb8aca80-f18b-11ec-a33e-acde48001122,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,290
eb8ace0e-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286
eb8ad19c-f18b-11ec-a33e-acde48001122,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,20.0,12.2,16.5,17,380
eb8ad52a-f18b-11ec-a33e-acde48001122,BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.6,9.8,29,230
eb8ad8b8-f18b-11ec-a33e-acde48001122,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,202
eb8adc46-f18b-11ec-a33e-acde48001122,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
eb8adfd4-f18b-11ec-a33e-acde48001122,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
eb8ae362-f18b-11ec-a33e-acde48001122,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
eb8ae6e6-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,C 300 4MATIC Cabriolet,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231
eb8aea74-f18b-11ec-a33e-acde48001122,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,305
eb8aee02-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
eb8af1c2-f18b-11ec-a33e-acde48001122,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5,13,360
eb8af55a-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275
eb8af8f2-f18b-11ec-a33e-acde48001122,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259
eb8afc8a-f18b-11ec-a33e-acde48001122,CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.8,14.5,18.0,16,299
eb8b0022-f18b-11ec-a33e-acde48001122,ASTON MARTIN,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,346
eb8b03b0-f18b-11ec-a33e-acde48001122,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.1,6.6,8.0,35,184
eb8b0748-f18b-11ec-a33e-acde48001122,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153
eb8b0ad6-f18b-11ec-a33e-acde48001122,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250
eb8b0e64-f18b-11ec-a33e-acde48001122,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,204
eb8b11f2-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,7.6,5.7,6.9,41,184
eb8b1576-f18b-11ec-a33e-acde48001122,BUICK,VERANO,COMPACT,2.0,4,AS6,Z,11.4,7.9,9.8,29,231
eb8b1904-f18b-11ec-a33e-acde48001122,BMW,228i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.4,7.1,8.9,32,205
eb8b1c88-f18b-11ec-a33e-acde48001122,KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
eb8b200c-f18b-11ec-a33e-acde48001122,AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.9,7.9,9.6,29,225
eb8b2390-f18b-11ec-a33e-acde48001122,BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270
eb8b2714-f18b-11ec-a33e-acde48001122,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,8.9,6.0,7.6,37,178
eb8b2a98-f18b-11ec-a33e-acde48001122,PORSCHE,Panamera 4S Executive,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
eb8b2e12-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,363
eb8b31a0-f18b-11ec-a33e-acde48001122,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
eb8b356a-f18b-11ec-a33e-acde48001122,BMW,440i Coupe,COMPACT,3.0,6,M6,Z,12.8,8.8,11.0,26,256
eb8b4082-f18b-11ec-a33e-acde48001122,LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
eb8b4bd6-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,283
eb8b52d4-f18b-11ec-a33e-acde48001122,FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219
eb8b56ee-f18b-11ec-a33e-acde48001122,PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257
eb8b5aea-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.1,15.5,18,365
eb8b5ebe-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
eb8b627e-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.6,9.0,11.0,26,253
eb8b663e-f18b-11ec-a33e-acde48001122,FORD,FOCUS,COMPACT,2.0,4,AM6,X,8.9,6.1,7.7,37,179
eb8b69ea-f18b-11ec-a33e-acde48001122,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
eb8b6d96-f18b-11ec-a33e-acde48001122,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
eb8b7142-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.3,11.8,14.2,20,327
eb8b74ee-f18b-11ec-a33e-acde48001122,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
eb8b7886-f18b-11ec-a33e-acde48001122,NISSAN,KICKS,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169
eb8b7c28-f18b-11ec-a33e-acde48001122,FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185
eb8b7fc0-f18b-11ec-a33e-acde48001122,CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9.0,11.6,24,272
eb8b834e-f18b-11ec-a33e-acde48001122,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
eb8b86dc-f18b-11ec-a33e-acde48001122,PORSCHE,911 Carrera Cabriolet,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241
eb8b8a60-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.6,7.3,8.6,33,200
eb8b8dee-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
eb8b9208-f18b-11ec-a33e-acde48001122,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.2,8.3,9.9,29,232
eb8b95aa-f18b-11ec-a33e-acde48001122,PORSCHE,Panamera 4 ST,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250
eb8b994c-f18b-11ec-a33e-acde48001122,NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
eb8b9ce4-f18b-11ec-a33e-acde48001122,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.7,12.9,16.1,18,264
eb8ba07c-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,X,10.1,7.2,8.8,32,207
eb8ba41e-f18b-11ec-a33e-acde48001122,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.6,15.1,18.7,15,306
eb8ba7c0-f18b-11ec-a33e-acde48001122,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,204
eb8bab58-f18b-11ec-a33e-acde48001122,ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217
eb8baef0-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,11.5,8.1,10.0,28,230
eb8bb288-f18b-11ec-a33e-acde48001122,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.7,12.4,15.9,18,264
eb8bb620-f18b-11ec-a33e-acde48001122,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
eb8bb9c2-f18b-11ec-a33e-acde48001122,ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
eb8bbdc8-f18b-11ec-a33e-acde48001122,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
eb8bc174-f18b-11ec-a33e-acde48001122,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,177
eb8bc516-f18b-11ec-a33e-acde48001122,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299
eb8bc8ae-f18b-11ec-a33e-acde48001122,ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,390
eb8bcc3c-f18b-11ec-a33e-acde48001122,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M5,Z,14.0,10.3,12.3,23,283
eb8bcfde-f18b-11ec-a33e-acde48001122,LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22,289
